date,price,open,high,low,vol.,change_%,volume,date_ddmmyyyy,ret_close,ret_reported
2020-03-11,95.96,97.7,100.05,94.55,38.16M,-0.0471,38160000.0,11/03/2020,-0.04707050645481636,-0.0471
2020-03-12,88.05,89.59,96.96,86.32,49.73M,-0.0824,49730000.0,12/03/2020,-0.08243017924135054,-0.0824
2020-03-13,103.91,95.99,103.99,92.0,38.54M,0.1801,38540000.0,13/03/2020,0.18012492901760369,0.1801
2020-03-16,88.36,85.2,93.98,84.55,38.59M,-0.1496,38590000.0,16/03/2020,-0.14964873448176308,-0.1496
2020-03-17,93.76,90.89,97.44,87.5,35.24M,0.0611,35240000.0,17/03/2020,0.061113626075147254,0.0611
2020-03-18,83.89,87.67,90.79,80.36,41.53M,-0.1053,41530000.0,18/03/2020,-0.10526877133105805,-0.1053
2020-03-19,85.3,81.56,88.11,76.91,32.18M,0.0168,32180000.0,19/03/2020,0.0168077244010012,0.0168
2020-03-20,83.5,86.3,89.46,82.48,30.15M,-0.0211,30150000.0,20/03/2020,-0.021101992966002348,-0.0211
2020-03-23,79.03,82.68,83.75,78.09,32.54M,-0.0535,32540000.0,23/03/2020,-0.05353293413173654,-0.0535
2020-03-24,88.43,84.9,90.1,82.9,34.36M,0.1189,34360000.0,24/03/2020,0.11894217385802874,0.1189
2020-03-25,91.73,89.24,95.15,84.54,38.11M,0.0373,38110000.0,25/03/2020,0.03731765238041396,0.0373
2020-03-26,98.12,94.08,98.57,93.54,29.84M,0.0697,29840000.0,26/03/2020,0.06966096151749701,0.0697
2020-03-27,91.13,93.19,94.84,90.55,30.04M,-0.0712,30040000.0,27/03/2020,-0.07123929881777424,-0.0712
2020-03-30,93.5,90.65,94.09,89.3,21.66M,0.026,21660000.0,30/03/2020,0.02600680346757378,0.026
2020-03-31,90.03,92.05,94.17,89.34,23.38M,-0.0371,23380000.0,31/03/2020,-0.03711229946524064,-0.0371
2020-04-01,84.36,85.1,86.56,83.25,28.03M,-0.063,28030000.0,01/04/2020,-0.06297900699766745,-0.063
2020-04-02,87.51,83.51,87.91,82.96,24.02M,0.0373,24020000.0,02/04/2020,0.03733997155049784,0.0373
2020-04-03,84.05,86.0,87.48,82.77,21.20M,-0.0395,21200000.0,03/04/2020,-0.03953833847560284,-0.0395
2020-04-06,89.46,88.99,90.99,87.7,26.82M,0.0644,26820000.0,06/04/2020,0.06436644854253415,0.0644
2020-04-07,90.64,94.45,94.5,90.38,22.56M,0.0132,22560000.0,07/04/2020,0.013190252626872345,0.0132
2020-04-08,94.3,92.1,94.86,90.55,22.90M,0.0404,22900000.0,08/04/2020,0.04037952338923212,0.0404
2020-04-09,102.76,96.92,104.39,96.89,42.08M,0.0897,42080000.0,09/04/2020,0.08971367974549316,0.0897
2020-04-13,98.19,103.11,103.11,97.3,26.91M,-0.0445,26910000.0,13/04/2020,-0.04447255741533673,-0.0445
2020-04-14,95.5,101.02,102.0,93.64,46.15M,-0.0274,46150000.0,14/04/2020,-0.027395865159384858,-0.0274
2020-04-15,90.79,91.15,92.03,90.13,30.12M,-0.0493,30120000.0,15/04/2020,-0.049319371727748584,-0.0493
2020-04-16,87.33,90.23,90.57,87.05,32.45M,-0.0381,32450000.000000004,16/04/2020,-0.038109924000440665,-0.0381
2020-04-17,95.18,92.0,95.7,90.96,30.19M,0.0899,30190000.0,17/04/2020,0.08988892705828477,0.0899
2020-04-20,91.71,92.47,94.71,90.46,23.68M,-0.0365,23680000.0,20/04/2020,-0.03645723891573871,-0.0365
2020-04-21,89.05,88.62,91.38,88.33,23.04M,-0.029,23040000.0,21/04/2020,-0.029004470613891553,-0.029
2020-04-22,89.34,90.69,91.87,89.18,16.71M,0.0033,16710000.0,22/04/2020,0.0032565974171814283,0.0033
2020-04-23,89.39,89.74,91.28,89.26,16.64M,0.0006,16640000.0,23/04/2020,0.000559659726885986,0.0006
2020-04-24,90.71,90.64,91.1,88.49,15.82M,0.0148,15820000.0,24/04/2020,0.014766752433158059,0.0148
2020-04-27,94.62,91.94,95.63,91.54,22.87M,0.0431,22870000.0,27/04/2020,0.04310439863300641,0.0431
2020-04-28,95.29,97.81,98.36,95.03,20.24M,0.0071,20240000.0,28/04/2020,0.007080955400549538,0.0071
2020-04-29,97.86,99.08,99.45,97.27,20.46M,0.027,20460000.0,29/04/2020,0.02697030118585353,0.027
2020-04-30,95.76,95.6,96.84,94.55,19.13M,-0.0215,19130000.0,30/04/2020,-0.02145922746781115,-0.0215
2020-05-01,93.25,93.5,93.74,91.83,18.55M,-0.0262,18550000.0,01/05/2020,-0.026211361737677574,-0.0262
2020-05-04,92.14,92.02,92.67,90.8,15.73M,-0.0119,15730000.0,04/05/2020,-0.011903485254691648,-0.0119
2020-05-05,92.0,93.65,94.21,91.9,18.06M,-0.0015,18060000.0,05/05/2020,-0.001519426958975445,-0.0015
2020-05-06,90.27,92.16,92.76,89.93,20.98M,-0.0188,20980000.0,06/05/2020,-0.018804347826086976,-0.0188
2020-05-07,91.21,91.34,92.91,90.58,16.77M,0.0104,16770000.0,07/05/2020,0.010413204829954559,0.0104
2020-05-08,92.7,92.8,94.08,92.11,20.49M,0.0163,20490000.0,08/05/2020,0.016335928078061723,0.0163
2020-05-11,89.97,91.11,91.11,89.33,31.91M,-0.0294,31910000.0,11/05/2020,-0.029449838187702304,-0.0294
2020-05-12,87.03,90.15,90.79,86.9,27.96M,-0.0327,27960000.0,12/05/2020,-0.03267755918639548,-0.0327
2020-05-13,84.03,86.38,86.86,83.4,35.45M,-0.0345,35450000.0,13/05/2020,-0.03447087211306443,-0.0345
2020-05-14,87.52,82.72,88.11,82.4,35.15M,0.0415,35150000.0,14/05/2020,0.041532785909794034,0.0415
2020-05-15,85.9,86.85,87.28,85.3,26.10M,-0.0185,26100000.0,15/05/2020,-0.018510054844606882,-0.0185
2020-05-18,90.45,88.69,91.15,87.88,30.53M,0.053,30530000.0,18/05/2020,0.05296856810244477,0.053
2020-05-19,88.67,90.05,91.2,88.59,19.60M,-0.0197,19600000.0,19/05/2020,-0.0196793808734107,-0.0197
2020-05-20,91.33,90.71,92.39,90.37,20.55M,0.03,20550000.0,20/05/2020,0.029998872222848805,0.03
2020-05-21,90.17,90.27,91.76,89.67,14.62M,-0.0127,14620000.0,21/05/2020,-0.01270119347421439,-0.0127
2020-05-22,89.47,90.01,90.36,88.72,13.56M,-0.0078,13560000.0,22/05/2020,-0.007763114117777525,-0.0078
2020-05-26,95.82,92.89,97.5,92.61,41.23M,0.071,41230000.0,26/05/2020,0.07097351067396884,0.071
2020-05-27,101.37,102.07,102.58,98.8,39.40M,0.0579,39400000.0,27/05/2020,0.057921102066374575,0.0579
2020-05-28,99.86,102.94,102.95,99.4,24.74M,-0.0149,24740000.0,28/05/2020,-0.014895925816316491,-0.0149
2020-05-29,97.31,98.66,99.18,96.78,26.54M,-0.0255,26540000.0,29/05/2020,-0.025535750050070027,-0.0255
2020-06-01,98.6,97.75,99.51,97.38,15.21M,0.0133,15210000.0,01/06/2020,0.013256602610214774,0.0133
2020-06-02,98.93,100.28,100.42,97.93,21.19M,0.0033,21190000.0,02/06/2020,0.003346855983773045,0.0033
2020-06-03,104.27,101.58,104.92,101.06,25.94M,0.054,25940000.0,03/06/2020,0.05397755989083186,0.054
2020-06-04,106.44,103.82,106.61,102.79,26.78M,0.0208,26780000.0,04/06/2020,0.020811355135705423,0.0208
2020-06-05,111.23,114.93,115.77,109.53,42.23M,0.045,42230000.0,05/06/2020,0.0450018789928599,0.045
2020-06-08,113.45,113.41,114.19,111.94,24.88M,0.02,24880000.0,08/06/2020,0.019958644250651858,0.02
2020-06-09,110.54,110.65,111.63,109.01,17.03M,-0.0257,17030000.0,09/06/2020,-0.0256500661084178,-0.0257
2020-06-10,106.06,110.46,110.5,105.85,24.91M,-0.0405,24910000.0,10/06/2020,-0.040528315541885296,-0.0405
2020-06-11,97.21,100.03,101.58,96.54,36.26M,-0.0834,36260000.0,11/06/2020,-0.0834433339619084,-0.0834
2020-06-12,99.87,100.71,101.13,97.33,24.86M,0.0274,24860000.0,12/06/2020,0.02736343997531132,0.0274
2020-06-15,101.25,96.42,101.43,95.87,22.15M,0.0138,22150000.0,15/06/2020,0.013817963352358076,0.0138
2020-06-16,102.06,105.37,105.68,99.31,22.19M,0.008,22190000.0,16/06/2020,0.008000000000000007,0.008
2020-06-17,99.48,102.53,102.54,99.21,15.64M,-0.0253,15640000.0,17/06/2020,-0.025279247501469704,-0.0253
2020-06-18,98.94,98.67,100.52,98.13,16.59M,-0.0054,16590000.0,18/06/2020,-0.005428226779252143,-0.0054
2020-06-19,97.81,100.53,100.6,96.73,40.37M,-0.0114,40370000.0,19/06/2020,-0.011421063270669052,-0.0114
2020-06-22,96.75,97.25,97.95,96.54,16.22M,-0.0108,16219999.999999998,22/06/2020,-0.01083733769553219,-0.0108
2020-06-23,97.93,98.97,99.97,97.85,15.38M,0.0122,15380000.0,23/06/2020,0.01219638242894061,0.0122
2020-06-24,94.66,96.75,96.84,94.31,22.92M,-0.0334,22920000.0,24/06/2020,-0.033391197794342964,-0.0334
2020-06-25,97.96,94.35,98.21,94.26,25.74M,0.0349,25740000.0,25/06/2020,0.03486160997253318,0.0349
2020-06-26,92.59,95.11,95.37,92.0,41.90M,-0.0548,41900000.0,26/06/2020,-0.05481829318089004,-0.0548
2020-06-29,93.0,93.4,94.49,92.18,18.50M,0.0044,18500000.0,29/06/2020,0.0044281239874717215,0.0044
2020-06-30,94.06,92.83,94.66,92.57,19.14M,0.0114,19140000.0,30/06/2020,0.011397849462365661,0.0114
2020-07-01,93.26,94.89,95.7,93.03,18.76M,-0.0085,18760000.0,01/07/2020,-0.00850520944078248,-0.0085
2020-07-02,92.66,94.74,94.96,91.93,27.85M,-0.0064,27850000.0,02/07/2020,-0.006433626420759286,-0.0064
2020-07-06,95.0,94.43,95.2,93.48,18.63M,0.0253,18630000.0,06/07/2020,0.025253615368012072,0.0253
2020-07-07,92.32,93.82,94.1,92.0,25.76M,-0.0282,25760000.0,07/07/2020,-0.028210526315789575,-0.0282
2020-07-08,93.3,92.29,93.34,91.8,18.76M,0.0106,18760000.0,08/07/2020,0.010615251299826767,0.0106
2020-07-09,91.28,93.52,94.12,90.78,25.60M,-0.0217,25600000.0,09/07/2020,-0.02165058949624865,-0.0217
2020-07-10,96.27,92.0,96.84,91.87,28.95M,0.0547,28950000.0,10/07/2020,0.05466695880806305,0.0547
2020-07-13,97.65,98.73,99.27,96.22,32.08M,0.0143,32080000.0,13/07/2020,0.014334683702087903,0.0143
2020-07-14,98.21,98.37,99.95,96.64,42.73M,0.0057,42730000.0,14/07/2020,0.005734767025089571,0.0057
2020-07-15,99.73,100.89,101.29,98.65,22.51M,0.0155,22510000.0,15/07/2020,0.015477038998065407,0.0155
2020-07-16,100.01,98.78,101.22,98.55,16.89M,0.0028,16890000.0,16/07/2020,0.0028075804672615945,0.0028
2020-07-17,98.16,100.0,100.08,98.14,16.16M,-0.0185,16160000.0,17/07/2020,-0.018498150184981577,-0.0185
2020-07-20,97.3,97.43,98.39,97.26,14.46M,-0.0088,14460000.0,20/07/2020,-0.008761206193969029,-0.0088
2020-07-21,99.41,97.71,100.05,97.64,17.81M,0.0217,17810000.0,21/07/2020,0.021685508735868497,0.0217
2020-07-22,98.69,99.65,100.13,97.53,14.27M,-0.0072,14270000.0,22/07/2020,-0.007242732119505102,-0.0072
2020-07-23,98.98,98.5,99.35,97.97,12.87M,0.0029,12870000.0,23/07/2020,0.00293849427500259,0.0029
2020-07-24,98.28,99.6,99.8,97.94,12.74M,-0.0071,12740000.0,24/07/2020,-0.007072135785007094,-0.0071
2020-07-27,96.9,97.51,97.63,96.17,11.96M,-0.014,11960000.0,27/07/2020,-0.014041514041513992,-0.014
2020-07-28,97.32,96.5,97.89,96.5,11.75M,0.0043,11750000.0,28/07/2020,0.004334365325077361,0.0043
2020-07-29,99.68,97.07,99.71,97.0,12.74M,0.0242,12740000.0,29/07/2020,0.024249897246198193,0.0242
2020-07-30,97.02,97.54,97.74,96.05,14.83M,-0.0267,14830000.0,30/07/2020,-0.026685393258427115,-0.0267
2020-07-31,96.64,96.48,96.93,95.25,14.54M,-0.0039,14540000.0,31/07/2020,-0.003916718202432445,-0.0039
2020-08-03,96.1,97.02,97.57,95.85,12.97M,-0.0056,12970000.0,03/08/2020,-0.005587748344370924,-0.0056
2020-08-04,95.55,95.91,95.95,95.03,13.37M,-0.0057,13370000.0,04/08/2020,-0.00572320499479706,-0.0057
2020-08-05,97.21,95.87,98.47,95.72,15.35M,0.0174,15350000.0,05/08/2020,0.017373103087388708,0.0174
2020-08-06,97.24,97.58,98.1,96.54,10.48M,0.0003,10480000.0,06/08/2020,0.0003086102252853884,0.0003
2020-08-07,99.38,96.93,99.49,96.56,14.74M,0.022,14740000.0,07/08/2020,0.02200740436034554,0.022
2020-08-10,100.64,100.11,102.04,100.03,14.99M,0.0127,14990000.0,10/08/2020,0.012678607365667283,0.0127
2020-08-11,103.82,103.86,106.16,103.51,31.52M,0.0316,31520000.0,11/08/2020,0.03159777424483301,0.0316
2020-08-12,102.94,106.16,106.43,101.71,19.25M,-0.0085,19250000.0,12/08/2020,-0.008476208822962739,-0.0085
2020-08-13,102.37,102.0,103.36,101.64,13.60M,-0.0055,13600000.0,13/08/2020,-0.005537206139498707,-0.0055
2020-08-14,102.41,101.5,103.31,101.42,12.13M,0.0004,12130000.0,14/08/2020,0.0003907394744553372,0.0004
2020-08-17,99.71,101.5,102.0,99.53,14.99M,-0.0264,14990000.0,17/08/2020,-0.02636461283077829,-0.0264
2020-08-18,98.32,99.91,99.91,98.12,13.25M,-0.0139,13250000.0,18/08/2020,-0.013940427238993136,-0.0139
2020-08-19,98.55,98.92,100.59,98.34,13.53M,0.0023,13530000.0,19/08/2020,0.002339300244101006,0.0023
2020-08-20,97.37,97.26,98.03,96.8,13.67M,-0.012,13670000.0,20/08/2020,-0.011973617453069463,-0.012
2020-08-21,97.32,97.27,98.56,96.94,12.23M,-0.0005,12230000.0,21/08/2020,-0.0005135051864024742,-0.0005
2020-08-24,100.06,98.45,100.21,97.42,17.90M,0.0282,17900000.0,24/08/2020,0.02815454171804377,0.0282
2020-08-25,100.5,101.27,101.98,99.8,13.65M,0.0044,13650000.0,25/08/2020,0.004397361583050152,0.0044
2020-08-26,99.09,99.94,100.27,99.05,12.05M,-0.014,12050000.0,26/08/2020,-0.014029850746268613,-0.014
2020-08-27,102.35,99.0,102.65,99.0,22.16M,0.0329,22160000.0,27/08/2020,0.03289938439802187,0.0329
2020-08-28,102.77,103.14,103.25,101.81,13.76M,0.0041,13760000.0,28/08/2020,0.004103566194430863,0.0041
2020-08-31,100.19,102.12,102.18,100.02,14.22M,-0.0251,14220000.0,31/08/2020,-0.025104602510460206,-0.0251
2020-09-01,100.14,99.55,100.87,99.04,11.60M,-0.0005,11600000.0,01/09/2020,-0.0004990518015769441,-0.0005
2020-09-02,101.65,99.95,101.94,99.56,14.48M,0.0151,14480000.0,02/09/2020,0.015078889554623665,0.0151
2020-09-03,101.33,103.32,104.99,100.64,23.28M,-0.0031,23280000.0,03/09/2020,-0.0031480570585342704,-0.0031
2020-09-04,103.52,104.05,105.21,101.37,26.33M,0.0216,26330000.0,04/09/2020,0.02161255304450793,0.0216
2020-09-08,99.92,102.98,103.57,99.48,22.11M,-0.0348,22110000.0,08/09/2020,-0.03477588871715609,-0.0348
2020-09-09,100.87,100.8,101.69,99.56,13.43M,0.0095,13430000.0,09/09/2020,0.009507606084868003,0.0095
2020-09-10,99.83,101.4,102.42,99.64,15.92M,-0.0103,15920000.0,10/09/2020,-0.010310300386636273,-0.0103
2020-09-11,101.07,99.97,101.36,99.59,13.78M,0.0124,13780000.0,11/09/2020,0.012421115897024881,0.0124
2020-09-14,102.47,101.51,103.46,101.37,19.02M,0.0139,19020000.0,14/09/2020,0.013851785890966806,0.0139
2020-09-15,99.28,102.73,102.85,99.14,23.68M,-0.0311,23680000.0,15/09/2020,-0.031131062750073157,-0.0311
2020-09-16,99.7,99.43,101.13,98.76,19.28M,0.0042,19280000.0,16/09/2020,0.004230459307010603,0.0042
2020-09-17,98.56,98.7,99.34,97.71,18.29M,-0.0114,18290000.0,17/09/2020,-0.011434302908726157,-0.0114
2020-09-18,98.35,97.89,99.49,97.44,20.12M,-0.0021,20120000.0,18/09/2020,-0.0021306818181818787,-0.0021
2020-09-21,95.31,95.2,96.05,93.82,28.38M,-0.0309,28380000.0,21/09/2020,-0.030910015251652156,-0.0309
2020-09-22,94.27,94.96,95.66,93.67,19.26M,-0.0109,19260000.0,22/09/2020,-0.010911761619976978,-0.0109
2020-09-23,92.74,94.78,95.35,92.66,19.95M,-0.0162,19950000.0,23/09/2020,-0.016229977723560052,-0.0162
2020-09-24,92.66,92.32,94.3,91.38,18.37M,-0.0009,18370000.0,24/09/2020,-0.0008626266982962871,-0.0009
2020-09-25,93.47,92.05,93.72,91.87,13.29M,0.0087,13290000.0,25/09/2020,0.008741636088927196,0.0087
2020-09-28,96.16,95.06,96.93,94.35,20.89M,0.0288,20890000.0,28/09/2020,0.02877928747191616,0.0288
2020-09-29,95.35,96.03,96.03,94.33,12.85M,-0.0084,12850000.0,29/09/2020,-0.008423460898502544,-0.0084
2020-09-30,96.27,95.35,97.2,95.26,16.40M,0.0096,16399999.999999998,30/09/2020,0.00964866282118515,0.0096
2020-10-01,96.97,97.12,97.77,96.03,15.78M,0.0073,15780000.0,01/10/2020,0.007271216370624334,0.0073
2020-10-02,97.89,95.25,98.59,95.09,15.15M,0.0095,15150000.0,02/10/2020,0.009487470351655203,0.0095
2020-10-05,99.04,98.32,99.25,97.53,13.87M,0.0117,13870000.0,05/10/2020,0.011747880273776712,0.0117
2020-10-06,98.02,100.07,100.86,97.51,19.22M,-0.0103,19220000.0,06/10/2020,-0.01029886914378042,-0.0103
2020-10-07,99.73,98.96,100.35,98.67,16.36M,0.0174,16360000.0,07/10/2020,0.01744541930218335,0.0174
2020-10-08,101.78,100.51,101.92,99.89,15.66M,0.0206,15660000.0,08/10/2020,0.020555499849593817,0.0206
2020-10-09,101.2,102.0,102.11,100.11,13.69M,-0.0057,13690000.0,09/10/2020,-0.005698565533503563,-0.0057
2020-10-12,102.44,101.1,103.0,100.85,16.06M,0.0123,16059999.999999998,12/10/2020,0.0122529644268774,0.0123
2020-10-13,100.78,103.0,103.22,100.26,21.70M,-0.0162,21700000.0,13/10/2020,-0.016204607575165952,-0.0162
2020-10-14,100.22,101.03,101.92,100.1,15.21M,-0.0056,15210000.0,14/10/2020,-0.005556658067076836,-0.0056
2020-10-15,101.72,99.1,101.78,99.04,17.17M,0.015,17170000.0,15/10/2020,0.014967072440630558,0.015
2020-10-16,101.51,101.41,102.33,100.72,13.28M,-0.0021,13280000.0,16/10/2020,-0.0020644907589461026,-0.0021
2020-10-19,99.8,101.6,101.87,99.56,11.73M,-0.0168,11730000.0,19/10/2020,-0.01684563097231806,-0.0168
2020-10-20,100.37,100.31,101.77,100.12,11.26M,0.0057,11260000.0,20/10/2020,0.005711422845691372,0.0057
2020-10-21,99.37,100.36,100.99,99.33,10.73M,-0.01,10730000.0,21/10/2020,-0.009963136395337302,-0.01
2020-10-22,102.88,99.32,103.24,99.31,14.84M,0.0353,14840000.0,22/10/2020,0.03532253195129309,0.0353
2020-10-23,103.81,103.5,104.45,102.93,15.09M,0.009,15090000.0,23/10/2020,0.009039657853810334,0.009
2020-10-26,101.24,102.65,102.7,100.25,12.41M,-0.0248,12410000.0,26/10/2020,-0.024756767170792893,-0.0248
2020-10-27,99.33,100.51,100.92,99.16,10.39M,-0.0189,10390000.0,27/10/2020,-0.018866060845515564,-0.0189
2020-10-28,96.54,97.5,98.3,96.07,16.39M,-0.0281,16390000.0,28/10/2020,-0.028088190878888475,-0.0281
2020-10-29,97.17,96.12,97.98,95.24,14.21M,0.0065,14210000.0,29/10/2020,0.006525792417650722,0.0065
2020-10-30,98.04,97.91,98.42,96.23,15.20M,0.009,15200000.0,30/10/2020,0.008953380673047295,0.009
2020-11-02,100.25,99.39,100.88,97.86,15.01M,0.0225,15010000.0,02/11/2020,0.022541819665442553,0.0225
2020-11-03,103.41,103.02,104.74,102.69,17.48M,0.0315,17480000.0,03/11/2020,0.03152119700748135,0.0315
2020-11-04,100.25,101.0,102.07,98.93,18.89M,-0.0306,18890000.0,04/11/2020,-0.030557973116719817,-0.0306
2020-11-05,104.35,101.06,105.09,101.0,17.84M,0.0409,17840000.0,05/11/2020,0.04089775561097242,0.0409
2020-11-06,102.96,105.03,105.1,102.39,12.55M,-0.0133,12550000.0,06/11/2020,-0.013320555821753732,-0.0133
2020-11-09,116.9,113.16,118.9,110.35,47.79M,0.1354,47790000.0,09/11/2020,0.13539238539238552,0.1354
2020-11-10,116.52,117.35,117.45,114.69,20.54M,-0.0033,20540000.0,10/11/2020,-0.0032506415739949057,-0.0033
2020-11-11,114.78,116.89,116.96,113.96,14.44M,-0.0149,14440000.0,11/11/2020,-0.014933058702368607,-0.0149
2020-11-12,113.37,112.53,113.95,112.06,22.07M,-0.0123,22070000.0,12/11/2020,-0.012284370099320374,-0.0123
2020-11-13,114.08,114.7,114.86,113.57,11.86M,0.0063,11860000.0,13/11/2020,0.006262679721266595,0.0063
2020-11-16,117.3,117.79,118.61,115.73,19.86M,0.0282,19860000.0,16/11/2020,0.02822580645161299,0.0282
2020-11-17,116.11,115.39,116.44,114.58,14.55M,-0.0101,14550000.0,17/11/2020,-0.010144927536231862,-0.0101
2020-11-18,115.25,117.34,118.61,115.2,12.57M,-0.0074,12570000.0,18/11/2020,-0.007406769442769745,-0.0074
2020-11-19,115.56,114.18,115.82,113.56,10.20M,0.0027,10200000.0,19/11/2020,0.00268980477223435,0.0027
2020-11-20,114.57,114.43,115.65,114.09,12.72M,-0.0086,12720000.0,20/11/2020,-0.008566978193146446,-0.0086
2020-11-23,117.87,116.05,118.17,115.57,13.21M,0.0288,13210000.0,23/11/2020,0.028803351662739063,0.0288
2020-11-24,123.32,120.07,123.5,119.71,20.12M,0.0462,20120000.0,24/11/2020,0.046237380164588116,0.0462
2020-11-25,122.03,121.37,122.38,120.47,11.72M,-0.0105,11720000.0,25/11/2020,-0.01046059033409008,-0.0105
2020-11-27,121.22,122.0,122.35,121.08,5.98M,-0.0066,5980000.0,27/11/2020,-0.006637712038023436,-0.0066
2020-11-30,117.88,120.0,120.72,117.77,14.41M,-0.0276,14410000.0,30/11/2020,-0.02755320904141234,-0.0276
2020-12-01,119.74,120.34,121.58,119.63,12.68M,0.0158,12680000.0,01/12/2020,0.015778758059043163,0.0158
2020-12-02,122.04,119.7,122.31,119.27,10.81M,0.0192,10810000.0,02/12/2020,0.019208284616669458,0.0192
2020-12-03,121.24,121.85,121.89,120.36,12.90M,-0.0066,12900000.0,03/12/2020,-0.006555227794165952,-0.0066
2020-12-04,122.34,122.48,123.29,121.69,13.58M,0.0091,13580000.0,04/12/2020,0.00907291322995718,0.0091
2020-12-07,121.88,121.15,122.17,120.21,9.72M,-0.0038,9720000.0,07/12/2020,-0.0037600130783064234,-0.0038
2020-12-08,122.0,121.04,122.33,120.76,9.59M,0.001,9590000.0,08/12/2020,0.0009845749917951618,0.001
2020-12-09,121.05,123.17,123.3,120.44,13.07M,-0.0078,13070000.0,09/12/2020,-0.0077868852459016535,-0.0078
2020-12-10,120.27,119.99,120.78,119.56,13.67M,-0.0064,13670000.0,10/12/2020,-0.006443618339529111,-0.0064
2020-12-11,119.56,118.94,120.02,118.37,9.98M,-0.0059,9980000.0,11/12/2020,-0.005903384052548422,-0.0059
2020-12-14,118.3,121.33,121.42,118.11,12.11M,-0.0105,12110000.0,14/12/2020,-0.010538641686182681,-0.0105
2020-12-15,120.32,119.29,120.9,118.62,12.59M,0.0171,12590000.0,15/12/2020,0.017075232459847767,0.0171
2020-12-16,120.67,120.3,121.08,119.86,11.17M,0.0029,11170000.0,16/12/2020,0.0029089095744680993,0.0029
2020-12-17,119.67,121.26,121.45,119.58,11.62M,-0.0083,11620000.0,17/12/2020,-0.008287063893262614,-0.0083
2020-12-18,119.08,119.14,119.88,118.27,28.95M,-0.0049,28950000.0,18/12/2020,-0.004930224784824966,-0.0049
2020-12-21,123.55,123.17,125.0,121.09,28.32M,0.0375,28320000.0,21/12/2020,0.037537789721195924,0.0375
2020-12-22,121.67,123.39,123.52,121.61,11.81M,-0.0152,11810000.0,22/12/2020,-0.015216511533791999,-0.0152
2020-12-23,125.07,122.78,126.52,122.35,14.97M,0.0279,14970000.0,23/12/2020,0.027944439878359484,0.0279
2020-12-24,124.52,125.09,125.55,123.57,4.16M,-0.0044,4160000.0,24/12/2020,-0.004397537379067673,-0.0044
2020-12-28,125.34,125.82,126.65,124.79,8.07M,0.0066,8070000.0,28/12/2020,0.006585287504015547,0.0066
2020-12-29,125.01,126.2,126.28,124.89,8.39M,-0.0026,8390000.0,29/12/2020,-0.002632838678793714,-0.0026
2020-12-30,125.36,125.49,125.84,124.9,7.40M,0.0028,7400000.0,30/12/2020,0.002799776017918587,0.0028
2020-12-31,127.07,125.09,127.33,124.82,8.58M,0.0136,8580000.0,31/12/2020,0.013640714741544269,0.0136
2021-01-04,125.87,127.5,127.86,124.78,16.82M,-0.0094,16820000.0,04/01/2021,-0.009443613756197289,-0.0094
2021-01-05,125.65,124.99,126.3,123.77,13.73M,-0.0017,13730000.0,05/01/2021,-0.0017478350679271948,-0.0017
2021-01-06,131.55,129.88,132.77,127.88,24.91M,0.047,24910000.0,06/01/2021,0.04695582968563472,0.047
2021-01-07,135.87,135.69,138.19,134.92,21.94M,0.0328,21940000.0,07/01/2021,0.03283922462941846,0.0328
2021-01-08,136.02,135.97,136.35,134.12,12.04M,0.0011,12040000.0,08/01/2021,0.0011039964672112657,0.0011
2021-01-11,138.05,134.58,138.2,134.11,15.95M,0.0149,15950000.0,11/01/2021,0.014924275841788015,0.0149
2021-01-12,140.22,139.44,141.66,138.83,18.03M,0.0157,18030000.0,12/01/2021,0.015718942412169312,0.0157
2021-01-13,140.35,138.59,140.79,138.1,14.82M,0.0009,14820000.0,13/01/2021,0.000927114534303275,0.0009
2021-01-14,141.17,140.49,142.75,140.0,18.57M,0.0058,18570000.0,14/01/2021,0.005842536515853203,0.0058
2021-01-15,138.64,137.43,141.65,137.01,27.88M,-0.0179,27880000.0,15/01/2021,-0.017921654742509063,-0.0179
2021-01-19,138.04,139.86,140.7,137.82,19.84M,-0.0043,19840000.0,19/01/2021,-0.004327755337564909,-0.0043
2021-01-20,135.97,137.82,138.17,135.44,16.03M,-0.015,16030000.000000002,20/01/2021,-0.014995653433787282,-0.015
2021-01-21,134.83,135.69,136.16,134.32,13.42M,-0.0084,13420000.0,21/01/2021,-0.008384202397587637,-0.0084
2021-01-22,133.79,132.69,134.4,132.2,12.93M,-0.0077,12930000.0,22/01/2021,-0.007713416895349878,-0.0077
2021-01-25,132.12,132.14,133.17,130.06,14.21M,-0.0125,14210000.0,25/01/2021,-0.012482248299573895,-0.0125
2021-01-26,131.58,132.75,133.17,131.34,11.31M,-0.0041,11310000.0,26/01/2021,-0.004087193460490357,-0.0041
2021-01-27,127.86,129.59,129.85,127.35,17.60M,-0.0283,17600000.0,27/01/2021,-0.028271773825809476,-0.0283
2021-01-28,130.11,129.9,132.17,128.99,13.76M,0.0176,13760000.0,28/01/2021,0.017597372125762734,0.0176
2021-01-29,128.67,131.19,131.72,128.19,14.81M,-0.0111,14810000.0,29/01/2021,-0.011067558219967966,-0.0111
2021-02-01,129.62,129.4,130.07,128.47,11.08M,0.0074,11080000.0,01/02/2021,0.007383228413771814,0.0074
2021-02-02,133.61,131.94,134.39,131.22,12.25M,0.0308,12250000.0,02/02/2021,0.030782286684153837,0.0308
